,GEBRUIK,TT,UF,BT,RT,CBS English,NT,Historische notitie,Scope notitie
handelsomzet,999,bedrijven,999,omzet,999,trade turnover,999,999,999
handelsoverschot,handelsbalans,999,999,999,999,999,999,999,999
handelspartners,999,internationale handel,999,internationale handel,999,trading partners,"opkomende markten, internationale concurrentie, importpartners, exportpartners",999,999
handelsrecht,999,veiligheid en recht,999,rechtsgebieden,999,commercial law,999,999,999
Handelsregister,Kamer van Koophandel,999,999,999,999,999,999,999,999
handelssaldo,handelsbalans,999,999,999,999,999,999,999,999
handelstekort,handelsbalans,999,999,999,999,999,999,999,999
handelsvaluta,999,internationale handel,999,internationale handel,999,trading currency,999,999,999
handelsverkeer,internationale handel,999,999,999,999,999,999,999,999
handicaps,999,zorg en gezondheid,gehandicapten,beperkingen en klachten,"visueel gehandicapte kinderen, slechthorende kinderen, meervoudig gehandicapte kinderen, lichamelijk gehandicapte kinderen, langdurig zieke kinderen met een lichamelijke handicap, kinderen met ernstige spraakmoeilijkheden, gehandicaptenzorg, dove kinderen",handicaps,"verstandelijke beperkingen, lichamelijke beperkingen",999,999
handleidingen,999,CBS corporate termen,999,contact,999,manuals,999,999,999
hardware,999,technologie,ICT-apparatuur,ICT,999,hardware,"tablet, computer",999,999
hart- en vaatziekten,999,zorg en gezondheid,999,ziekten,999,cardiovascular diseases,"hartritmestoornissen, hartinfarct",999,999
hartinfarct,999,zorg en gezondheid,999,hart- en vaatziekten,999,heart infarct,999,999,999
hartritmestoornissen,999,zorg en gezondheid,999,hart- en vaatziekten,999,arrhythmias,999,999,999
hasj,cannabis,999,999,999,999,999,999,999,999
havenbedrijf,havenbedrijven,999,999,999,999,999,999,999,999
havenbedrijven,999,verkeer en vervoer,havenbedrijf,vervoerbedrijven,999,port companies,999,999,999
havengebieden,999,verkeer en vervoer,shipping areas,vervoerslocaties,999,port areas ,"terminals, havens",999,999
havens,999,verkeer en vervoer,999,havengebieden,999,ports,"zeehavens, voorhavens, binnenhavens",999,999
havo,999,onderwijs,hoger algemeen voortgezet onderwijs,voortgezet onderwijs,999,senior general secondary education (havo) ,Internationaal Georiënteerd Voortgezet Onderwijs,999,999
hbo,999,onderwijs,hoger beroepsonderwijs,hoger onderwijs,hogescholen,higher professional education (hbo) ,999,999,999
hbs,999,onderwijs,"hoogere burgerschool, hogere burgerschool",voortgezet onderwijs,999,higher civic school,999,De hogereburgerschool (ook,999
hechtenis,999,veiligheid en recht,999,straf,999,detention,999,999,999
hectareopbrengst,999,landbouw en visserij,beschot,oogst,999,yields per hectare,999,999,999
heemtuin,999,recreatie en cultuur,999,plantentuin,999,wildlife garden,999,999,999
Heerlen,999,overheid en politiek,999,Limburg,999,Heerlen,999,999,999
heffingen,belastingen,999,999,999,999,999,999,999,999
heffingen op energiedragers,energiebelasting,999,999,999,999,999,999,999,999
heling en schuldheling,999,veiligheid en recht,999,vermogensmisdrijf,999,handling (believed to be) stolen goods ,999,999,999
help,infoservice,999,999,999,999,999,999,999,999
helpdesk,Contact Center,999,999,999,999,999,999,999,999
herbestemmen,999,bouwen en wonen,transformatie,utiliteitsbouw,999,reallocation,999,999,999
Herfindahl index,999,internationale handel,"HHI, Herfindahl-Hirschman Index",internationale handel in goederen,999,Herfindahl index,999,999,999
Herfindahl-Hirschman Index,Herfindahl index,999,999,999,999,999,999,999,999
herfst,999,natuur en milieu,999,seizoenen,999,autumn,999,999,999
hergebruik,999,natuur en milieu,recycling,afvalverwerking,hernieuwbaar huishoudelijk afval,reuse,999,999,999
herintroducties,999,natuur en milieu,999,biodiversiteit,999,reintroductions,999,999,999
herkomst,herkomstgroepering,999,999,999,999,999,999,999,999
herkomstgroep,herkomstgroepering,999,999,999,999,999,999,999,999
herkomstgroepering,999,bevolking,"milieu van herkomst, herkomstgroep, herkomst, etnische bevolkingsgroepen, etniciteit, afkomst",bevolkingskenmerken,999,country of origin,"segregratie, migratieachtergrond, integratie, geboorteland, etnische minderheden, culturele minderheden, autochtonen",999,999
hernieuwbaar huishoudelijk afval,999,natuur en milieu,999,huishoudelijk afval,hergebruik,renewable municipal waste,999,999,999
hernieuwbare energie,999,industrie en energie,duurzame energie,energie,"afvalverwerking, afvaloliën",renewable energy ,"zonne-energie, windenergie, waterkracht, getijde-energie, bodemenergie, biomassa, biogas",999,999
hersenbloeding,999,zorg en gezondheid,999,beroerte,999,cerebral hemorrhage ,999,999,999
herseninfarct,999,zorg en gezondheid,999,beroerte,999,cerebral infarct,999,999,999
herstructurering,999,bedrijven,999,bedrijvendynamiek,999,restructuring,999,999,999
hertrouwen,999,bevolking,999,huwelijken,999,remarrying ,999,999,999
herziening,999,veiligheid en recht,999,buitengewone rechtsmiddelen,999,review (extraordinary legal remedy) ,999,999,999
Het ALTernatief,HALT,999,999,999,999,999,999,999,999
Het Rijk,centrale overheid,999,999,999,999,999,999,999,999
heteroseksualiteit,999,bevolking,999,seksuele geaardheid,999,heterosexuality ,999,999,999
HHI,Herfindahl index,999,999,999,999,999,999,999,999
hicp,geharmoniseerde consumentenprijsindex,999,999,999,999,999,999,999,999
hicp-ct,geharmoniseerde consumentenprijsindex constante belastingen,999,999,999,999,999,999,999,999
historische bibliotheek,archieven,999,999,999,999,999,999,999,999
historische collectie CBS,999,CBS corporate termen,CBS archief,CBS bibliotheek,999,Statistics Netherlands historical library ,999,999,999
hiv,999,zorg en gezondheid,999,soa's,chronische ziekten,HIV,aids,999,999
ho,hoger onderwijs,999,999,999,999,999,999,999,999
hobby,999,recreatie en cultuur,999,vrijetijdsbesteding,999,hobby,gamen,999,999
hockey,999,recreatie en cultuur,999,buitensporten,999,hockey,999,999,999
hoekwoning,999,bouwen en wonen,999,woningtype,999,corner dwelling,999,999,999
hoeveelheidsindex,999,statistische methoden,999,indexcijfers,999,quantity index,999,999,999
hoge inkomens,999,inkomen en vermogen,"topverdieners, topinkomens",inkomensverdeling,999,high incomes,999,999,999
Hoge Raad,999,veiligheid en recht,Hoge Raad der Nederlanden,rechtscolleges,999,Supreme Court,999,999,999
Hoge Raad der Nederlanden,Hoge Raad,999,999,999,999,999,999,999,999
hoger algemeen voortgezet onderwijs,havo,999,999,999,999,999,999,999,999
hoger beroep,999,veiligheid en recht,999,gewone rechtsmiddelen,999,appeal ,999,999,999
hoger beroepsonderwijs,hbo,999,999,999,999,999,999,999,999
hoger onderwijs,999,onderwijs,ho,tertiair onderwijs,hoger opgeleiden,higher education ,"wetenschappelijk onderwijs, hbo",999,999
hoger opgeleiden,999,bevolking,"universitair geschoolden, promovendie, hoogopgeleiden, gepromoveerden",opleidingsniveau,hoger onderwijs,higher educated,999,999,999
hogere burgerschool,hbs,999,999,999,999,999,999,999,999
hogere planten,vaatplanten,999,999,999,999,999,999,999,999
hogescholen,999,onderwijs,hogeschool,scholen,hbo,college,999,999,999
hogeschool,hogescholen,999,999,999,999,999,999,999,999
hokdierbedrijven,999,landbouw en visserij,999,veehouderij,hokdieren,livestock farms,999,999,999
hokdieren,999,landbouw en visserij,999,veestapel,hokdierbedrijven,livestock    ,999,999,999
homo,homoseksualiteit,999,999,999,999,999,999,999,999
homoparen,homopartners,999,999,999,999,999,999,999,999
homopartners,999,bevolking,homoparen,partners,999,same sex couples,999,999,999
homoseksualiteit,999,bevolking,homo,seksuele geaardheid,999,homosexuality ,999,999,999
honderdjarigen,hoogbejaarden,999,999,999,999,999,999,999,999
honderdplussers,100-plussers,999,999,999,999,999,999,999,999
Hongarije,999,geografie,999,"Midden- en Oost-Europa, Europese Unie, Europa",999,Hungary,999,999,999
hoofdbanen,999,arbeid en sociale zekerheid,999,soort baan,999,main jobs ,999,999,999
hoofdbewoner,999,bouwen en wonen,999,bewoners,999,main occupant,999,999,999
hoofdkostwinners,999,inkomen en vermogen,999,huishoudinkomen,999,main breadwinners,999,999,999
hoogbejaarden,999,bevolking,"honderdjarigen, 75-plussers, 100-jarigen",ouderen,999,very old people,100-plussers,999,999
hoogere burgerschool,hbs,999,999,999,999,999,999,999,999
hoogopgeleiden,hoger opgeleiden,999,999,999,999,999,999,999,999
hoogovengas,staalovengas,999,999,999,999,999,999,999,999
hoogzwavelig stookolie,999,industrie en energie,999,stookolie,999,high-sulphur fuel oil ,999,999,999
hoogzwavelige autodiesel,999,industrie en energie,999,diesel,999,high-sulphur transport diesel ,999,999,999
hooikoortsindex,geneesmiddelengebruik,999,999,999,999,999,999,999,999
horeca,999,diensten,999,diensten,999,sector hotels and restaurants,"restaurants, hotels, cafés",999,999
hospital standardised mortality rate,ziekenhuissterfte,999,999,999,999,999,999,999,999
Hotel,hotels,999,999,999,999,999,999,999,999
hoteldienstverlening,hotels,999,999,999,999,999,999,999,999
hotels,999,diensten,"hoteldienstverlening, Hotel","logiesaccommodaties, horeca",999,hotels,sterklasse,999,999
hout,bosbouw,999,999,999,999,999,999,999,999
houtafval,999,natuur en milieu,999,plantaardig afval,999,wood waste,999,999,999
houtindustrie,999,industrie en energie,999,industrie,999,timber industry,999,999,999
houtproductie,bosbouw,999,999,999,999,999,999,999,999
hoveniersbedrijven,999,landbouw en visserij,999,agrarische dienstverlening,999,landscaping companies,999,999,999
hsmr,ziekenhuissterfte,999,999,999,999,999,999,999,999
huidaandoeningen,huidziekten,999,999,999,999,999,999,999,999
huidziekten,999,zorg en gezondheid,huidaandoeningen,chronische ziekten,999,skin diseases,"psoriasis, eczeem",999,999
huis van bewaring,999,veiligheid en recht,huizen van bewaring,penitentiaire inrichtingen,999,detention centre,999,999,999
huisarts,999,zorg en gezondheid,999,gezondheidszorgpraktijken,"huisartsenzorg, huisartscontacten",GP,999,999,999
huisartsbezoek,huisartscontacten,999,999,999,999,999,999,999,999
huisartscontacten,999,zorg en gezondheid,huisartsbezoek,medische contacten,huisarts,contact with GP ,999,999,999
huisartsenzorg,999,zorg en gezondheid,999,gezondheidszorg,huisarts,general practitioner care,999,999,999
huiselijk geweld,999,veiligheid en recht,999,geweldsmisdrijf,"vrouwenopvang, kindermishandeling, kindermisbruik",domestic violence,999,999,999
huishoudbudget,999,inkomen en vermogen,"huishoudrekeningen, budgetonderzoek, arbeidersbudgetten",huishoudinkomen,999,household budget,999,999,999
huishoudelijk afval,999,natuur en milieu,999,afval,999,municipal waste,"niet-hernieuwbaar huishoudelijk afval, hernieuwbaar huishoudelijk afval",999,999
huishoudelijke apparatuur,huishoudelijke artikelen,999,999,999,999,999,999,999,999
huishoudelijke artikelen,999,diensten,"huishoudwinkels, huishoudelijke apparatuur",detailhandel,999,household articles,999,999,999
huishoudelijke verzorging,999,zorg en gezondheid,999,langdurige zorg,999,home care,999,999,999
huishouden,huishoudens,999,999,999,999,999,999,999,999
huishouden met paar met kinderen,gezinnen,999,999,999,999,999,999,999,999
huishoudens,999,bevolking,huishouden,stand van de bevolking,999,households,"huishoudenssamenstelling, huishoudensprognose, huishoudensgrootte",999,999
huishoudensgrootte,999,bevolking,huishoudomvang,huishoudens,999,household size,999,999,999
huishoudensprognose,999,bevolking,999,huishoudens,999,household forecast,999,999,999
huishoudenssamenstelling,999,bevolking,"samenstelling huishouden, huishoudtypen",huishoudens,999,household composition,"particuliere huishoudens, institutionele huishoudens",999,999
huishoudinkomen,999,inkomen en vermogen,gezinsinkomen,inkomens,999,household income,"tweeverdieners, huishoudbudget, hoofdkostwinners, eenverdieners",999,999
huishoudomvang,huishoudensgrootte,999,999,999,999,999,999,999,999
huishoudrekeningen,huishoudbudget,999,999,999,999,999,999,999,999
huishoudschool,999,onderwijs,999,lager beroepsonderwijs,999,domestic school,999,Het huishoudonderwijs is in 1888 gestart met de Haagsche Kookschool. (Wikipedia),999
huishoudtypen,huishoudenssamenstelling,999,999,999,999,999,999,999,999
huishoudwinkels,huishoudelijke artikelen,999,999,999,999,999,999,999,999
huisjescomplexen,bungalowparken,999,999,999,999,999,999,999,999
huisvesting,woningvoorraad,999,999,999,999,999,999,999,999
"huisvesting, water en energie",999,inkomen en vermogen,999,vaste lasten,999,"housing, water and energy","woonlasten, energieuitgaven",999,999
huisvestingslasten,999,bedrijven,999,bedrijfslasten,woonlasten,housing costs,999,999,999
huizen,woningvoorraad,999,999,999,999,999,999,999,999
huizen van bewaring,huis van bewaring,999,999,999,999,999,999,999,999
huizenmarkt,koopwoningmarkt,999,999,999,999,999,999,999,999
huizenprijs,huizenprijzen,999,999,999,999,999,999,999,999
huizenprijzen,999,bouwen en wonen,"woningprijzen, waarde en verkoopprijzen woningen, huizenprijs",woningmarkt,"koopwoningmarkt, koopwoningen",house prices,"woningwaarde, vraagprijs, transactieprijzen, prijsindex bestaande koopwoningen",999,999
hulp,infoservice,999,999,999,999,999,999,999,999
hulp bij zelfdoding,999,bevolking,999,medische beslissing levenseinde,999,assisting in suicide,999,999,999
hulpdiensten,999,veiligheid en recht,999,veiligheid,999,emergency services,"veiligheidsregio, politie, opkomsttijd, meldingen, brandweer, ambulance",999,999
human capital,kennispotentieel,999,999,999,999,999,999,999,999
huren,huurprijzen,999,999,999,999,999,999,999,999
huur,huurprijzen,999,999,999,999,999,999,999,999
huur- en koopwoningen,woningvoorraad,999,999,999,999,999,999,999,999
huuraanpassing,huurstijging,999,999,999,999,999,999,999,999
huurharmonisatie,999,bouwen en wonen,999,huurstijging,999,harmonisation of rents,999,999,999
huurindex,huurstijging,999,999,999,999,999,999,999,999
huurindexering,huurstijging,999,999,999,999,999,999,999,999
huurlasten,999,inkomen en vermogen,huuruitgaven,woonlasten,"huurwoningen, huurprijzen",rental costs,999,999,999
huurprijsaanpassingen,huurstijging,999,999,999,999,999,999,999,999
huurprijsindexering,huurstijging,999,999,999,999,999,999,999,999
huurprijzen,999,bouwen en wonen,"huur, huren",woningmarkt,"huurwoningen, huurlasten, consumentenprijzen",rental prices,"liberalisatiegrens, huurstijging",999,Prijzen van huurwoningen.
huurstijging,999,bouwen en wonen,"huurverhoging, huurprijsindexering, huurprijsaanpassingen, huurindexering, huurindex, huuraanpassing",huurprijzen,999,rent increase,huurharmonisatie,999,999
huurtoeslag,999,inkomen en vermogen,999,toeslagen,999,rent allowance,999,999,999
huuruitgaven,huurlasten,999,999,999,999,999,999,999,999
huurverhoging,huurstijging,999,999,999,999,999,999,999,999
huurwoningen,999,bouwen en wonen,999,woningkenmerken,"huurprijzen, huurlasten",rented housing,"sociale huurwoningen, particuliere huurwoningen, corporatiewoningen",999,999
huwelijk,huwelijken,999,999,999,999,999,999,999,999
huwelijken,999,bevolking,"trouwen, huwelijkscijfer, huwelijk",relaties,999,marriages,"trouwdag, huwelijkssluitingen, huwelijksleeftijd, huwelijksduur, hertrouwen, gedwongen huwelijk",999,999
huwelijkscijfer,huwelijken,999,999,999,999,999,999,999,999
huwelijksduur,999,bevolking,999,huwelijken,999,marriage duration ,huwelijksjubilea,999,999
huwelijkse staat,burgerlijke staat,999,999,999,999,999,999,999,999
huwelijksjubilea,999,bevolking,999,huwelijksduur,999,wedding anniversaries,999,999,999
huwelijksleeftijd,999,bevolking,999,huwelijken,999,marriage age,999,999,999
huwelijksmigratie,999,bevolking,importbruiden,immigratie,999,marriage migration,999,999,999
huwelijksontbindingen,scheidingen,999,999,999,999,999,999,999,999
huwelijksrecht,999,veiligheid en recht,999,familierecht,999,marriage law,999,999,999
huwelijkssluitingen,999,bevolking,huwen,huwelijken,999,marriage registrations ,999,999,999
huwelijksvruchtbaarheid,999,bevolking,999,vruchtbaarheid,999,marriage fertility,999,999,999
huwen,huwelijkssluitingen,999,999,999,999,999,999,999,999
hybride auto's,999,verkeer en vervoer,999,personenauto's,999,hybrid cars,999,999,999
